HAGRID	kingdom	phylum	class	order	family	genus	species	common_name	female_maturity_days	male_maturity_days	gestation_incubation_days	weaning_days	litter_clutch_size	litters_clutches_per_year	inter_litter_interbirth_interval	birth_weight_g	weaning_weight_g	adult_weight_g	growth_rate_recip_days	maximum_longevity_yrs	source	specimen_origin	sample_size	data_quality	imr_per_yr	mrdt_yrs	metabolic_rate_w	body_mass_g	temperature_k	references
03985	Animalia	Chordata	Teleostei	Perciformes	Scombridae	Scomber	Scomber scombrus	Atlantic mackerel	784	784	NA	NA	NA	NA	NA	NA	NA	1870	NA	17	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454585
03986	Animalia	Chordata	Teleostei	Perciformes	Scombridae	Scomberomorus	Scomberomorus commerson	King mackerel	912	NA	NA	NA	NA	NA	NA	NA	NA	38500	NA	14	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
03987	Animalia	Chordata	Teleostei	Perciformes	Scombridae	Scomberomorus	Scomberomorus maculatus	Spanish mackerel	1095	730	NA	NA	NA	NA	NA	NA	NA	3239.5	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454520
03988	Animalia	Chordata	Teleostei	Perciformes	Scombridae	Scomberomorus	Scomberomorus tritor	West African Spanish mackerel	NA	NA	NA	NA	NA	NA	NA	NA	NA	3300	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
03989	Animalia	Chordata	Teleostei	Perciformes	Scombridae	Thunnus	Thunnus alalunga	Albacore	1825	1825	NA	NA	2000000	1	365	NA	NA	33165	NA	13	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454716717
03990	Animalia	Chordata	Teleostei	Perciformes	Scombridae	Thunnus	Thunnus albacares	Yellowfin tuna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	520	wild	medium	acceptable	NA	NA	NA	NA	NA	520
03991	Animalia	Chordata	Teleostei	Perciformes	Scombridae	Thunnus	Thunnus maccoyii	Southern bluefin tuna	3102	3102	NA	NA	NA	NA	NA	NA	NA	143000	NA	20	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
03992	Animalia	Chordata	Teleostei	Perciformes	Scombridae	Thunnus	Thunnus obesus	Bigeye tuna	NA	NA	NA	NA	NA	NA	NA	NA	NA	115500	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
03993	Animalia	Chordata	Teleostei	Perciformes	Scombridae	Thunnus	Thunnus thynnus	Horse mackerel	1368	1368	NA	NA	NA	NA	NA	NA	NA	376200	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
03994	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Centropristis	Centropristis striata	Black sea bass	NA	NA	NA	NA	NA	NA	NA	NA	NA	2365	NA	20	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
03995	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Cephalopholis	Cephalopholis miniata	Bluespot rockcod	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
03996	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Epinephelus	Epinephelus areolatus	Areolate grouper	NA	NA	NA	NA	NA	NA	NA	NA	NA	770	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
03997	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Epinephelus	Epinephelus chlorostigma	Brownspotted grouper	1095	NA	NA	NA	NA	NA	NA	NA	NA	3850	NA	29	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
03998	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Epinephelus	Epinephelus coioides	Orange-spotted grouper	912	NA	NA	NA	NA	NA	NA	NA	NA	8250	NA	22	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
03999	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Epinephelus	Epinephelus drummondhayi	Speckled hind	NA	NA	NA	NA	NA	NA	NA	NA	NA	16500	NA	25	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04000	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Epinephelus	Epinephelus flavolimbatus	Yellowedge grouper	NA	NA	NA	NA	NA	NA	NA	NA	NA	10230	NA	32	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04001	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Epinephelus	Epinephelus marginatus	Dusky grouper	4015	NA	NA	NA	NA	NA	NA	NA	NA	33000	NA	50	583	captivity	tiny	acceptable	NA	NA	NA	NA	NA	454583
04002	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Epinephelus	Epinephelus niveatus	Snowy grouper	1825	NA	NA	NA	NA	NA	NA	NA	NA	16500	NA	27	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04003	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Epinephelus	Epinephelus striatus	Nassau grouper	NA	NA	NA	NA	NA	NA	NA	NA	NA	13750	NA	16	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04004	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Mycteroperca	Mycteroperca interstitialis	Yellowmouth grouper	NA	NA	NA	NA	NA	NA	NA	NA	NA	5610	NA	41	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04005	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Mycteroperca	Mycteroperca phenax	Scamp	NA	NA	NA	NA	NA	NA	NA	NA	NA	7810	NA	21	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04006	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Paralabrax	Paralabrax clathratus	Kelp bass	NA	NA	NA	NA	NA	NA	NA	NA	NA	3850	NA	31	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
04007	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Paralabrax	Paralabrax nebulifer	Barred sand bass	NA	NA	NA	NA	NA	NA	NA	NA	NA	3289	NA	31	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
04008	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus	Bluedotted coraltrout	1095	1277	NA	NA	NA	NA	NA	NA	NA	12980	NA	26	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04009	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Serranus	Serranus scriba	Painted comber	NA	NA	NA	NA	NA	NA	NA	NA	NA	8250	NA	60	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04010	Animalia	Chordata	Teleostei	Perciformes	Sillaginidae	Sillaginodes	Sillaginodes punctatus	Spotted whiting	1277	1277	NA	NA	NA	NA	NA	NA	NA	2640	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04011	Animalia	Chordata	Teleostei	Perciformes	Sillaginidae	Sillago	Sillago ciliata	Sand whiting	NA	NA	NA	NA	NA	NA	NA	NA	NA	770	NA	22	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04012	Animalia	Chordata	Teleostei	Perciformes	Sillaginidae	Sillago	Sillago schomburgkii	Western sand whiting	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04013	Animalia	Chordata	Teleostei	Perciformes	Sillaginidae	Sillago	Sillago sihama	Northern whiting	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04014	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Acanthopagrus	Acanthopagrus australis	Surf bream	NA	NA	NA	NA	NA	NA	NA	NA	NA	2475	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04015	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Acanthopagrus	Acanthopagrus butcheri	Southern black bream	912	912	NA	NA	NA	NA	NA	NA	NA	2200	NA	29	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04016	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Archosargus	Archosargus probatocephalus	Sheepshead	730	730	NA	NA	NA	NA	NA	NA	NA	2000	NA	20	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454502
04017	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Calamus	Calamus nodosus	Knobbed porgy	NA	NA	NA	NA	NA	NA	NA	NA	NA	1446.5	NA	17	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04018	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Chrysophrys	Chrysophrys auratus	Squirefish	1277	1277	NA	NA	NA	NA	NA	NA	NA	11000	NA	35	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04019	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Diplodus	Diplodus annularis	Annular seabream	730	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04020	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Diplodus	Diplodus sargus	White seabream	NA	NA	NA	NA	NA	NA	NA	NA	NA	1000	NA	21	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04021	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Lithognathus	Lithognathus aureti	West coast seabream	3084	1971	NA	NA	NA	NA	NA	NA	NA	10615	NA	50	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04022	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Pagellus	Pagellus bogaraveo	Blackspot seabream	NA	NA	NA	NA	NA	NA	NA	NA	NA	2200	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04023	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Sparus	Sparus aurata	Gilthead seabream	NA	NA	NA	NA	NA	NA	NA	NA	NA	9460	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04024	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Spondyliosoma	Spondyliosoma cantharus	Black sea bream	NA	NA	NA	NA	NA	NA	NA	NA	NA	671	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454520
04025	Animalia	Chordata	Teleostei	Perciformes	Sparidae	Stenotomus	Stenotomus chrysops	Scup	NA	NA	NA	NA	NA	NA	NA	NA	NA	1133	NA	19	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
04026	Animalia	Chordata	Teleostei	Perciformes	Sphyraenidae	Sphyraena	Sphyraena argentea	Pacific barracuda	NA	NA	NA	NA	NA	NA	NA	NA	NA	6600	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454520
04027	Animalia	Chordata	Teleostei	Perciformes	Sphyraenidae	Sphyraena	Sphyraena barracuda	Great barracuda	1460	730	NA	NA	NA	NA	NA	NA	NA	24000	NA	14	502	unknown	medium	acceptable	NA	NA	NA	NA	NA	502
04028	Animalia	Chordata	Teleostei	Perciformes	Trichiuridae	Trichiurus	Trichiurus lepturus	Atlantic cutlassfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	2750	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04029	Animalia	Chordata	Teleostei	Perciformes	Tripterygiidae	Bellapiscis	Bellapiscis lesleyae	Mottled twister	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04030	Animalia	Chordata	Teleostei	Perciformes	Tripterygiidae	Forsterygion	Forsterygion lapillum	Common triplefin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04031	Animalia	Chordata	Teleostei	Perciformes	Tripterygiidae	Forsterygion	Forsterygion varium	Striped triplefin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04032	Animalia	Chordata	Teleostei	Perciformes	Uranoscopidae	Kathetostoma	Kathetostoma giganteum	Flathead	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04033	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodes	Lycodes pacificus	Blackbelly eelpout	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04034	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Zoarces	Zoarces americanus	Ocean pout	NA	NA	NA	NA	NA	NA	NA	NA	NA	2989.8	NA	18	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454584
04035	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Zoarces	Zoarces viviparus	Viviporous blenny	NA	NA	NA	NA	NA	NA	NA	NA	NA	280.5	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04036	Animalia	Chordata	Teleostei	Percopsiformes	Amblyopsidae	Forbesichthys	Forbesichthys agassizii	Spring cavefish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04037	Animalia	Chordata	Teleostei	Percopsiformes	Amblyopsidae	Typhlichthys	Typhlichthys subterraneus	Southern cavefish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04038	Animalia	Chordata	Teleostei	Percopsiformes	Aphredoderidae	Aphredoderus	Aphredoderus sayanus	Pirate perch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	183454
04039	Animalia	Chordata	Teleostei	Percopsiformes	Percopsidae	Percopsis	Percopsis omiscomaycus	Trout-perch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04040	Animalia	Chordata	Teleostei	Percopsiformes	Percopsidae	Percopsis	Percopsis transmontana	Sand roller	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04041	Animalia	Chordata	Teleostei	Pleuronectiformes	Achiridae	Trinectes	Trinectes maculatus	Hogchoker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04042	Animalia	Chordata	Teleostei	Pleuronectiformes	Bothidae	Arnoglossus	Arnoglossus imperialis	Scaldfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04043	Animalia	Chordata	Teleostei	Pleuronectiformes	Bothidae	Arnoglossus	Arnoglossus thori	Grohmann's scaldfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04044	Animalia	Chordata	Teleostei	Pleuronectiformes	Paralichthyidae	Etropus	Etropus crossotus	Fringed flounder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04045	Animalia	Chordata	Teleostei	Pleuronectiformes	Paralichthyidae	Paralichthys	Paralichthys californicus	California halibut	NA	NA	NA	NA	NA	NA	NA	NA	NA	18150	NA	30	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
04046	Animalia	Chordata	Teleostei	Pleuronectiformes	Paralichthyidae	Paralichthys	Paralichthys lethostigma	Southern flounder	NA	NA	NA	NA	NA	NA	NA	NA	NA	5131.5	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04047	Animalia	Chordata	Teleostei	Pleuronectiformes	Paralichthyidae	Pseudorhombus	Pseudorhombus pentophthalmus	Fivespot flounder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04048	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Atheresthes	Atheresthes stomias	Arrowtooth flounder	NA	NA	NA	NA	NA	NA	NA	NA	NA	1100	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04049	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Eopsetta	Eopsetta jordani	Petrale sole	2920	2555	NA	NA	NA	NA	NA	NA	NA	1980	NA	25	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04050	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Glyptocephalus	Glyptocephalus cynoglossus	Witch flounder	NA	NA	NA	NA	NA	NA	NA	NA	NA	1375	NA	25	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04051	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Glyptocephalus	Glyptocephalus zachirus	Rex sole	NA	NA	NA	NA	NA	NA	NA	NA	NA	825	NA	24	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04052	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Hippoglossoides	Hippoglossoides platessoides	American plaice	3216	1460	NA	NA	NA	NA	NA	NA	NA	3520	NA	30	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04053	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Hippoglossus	Hippoglossus hippoglossus	Atlantic halibut	3613	3102	NA	NA	NA	NA	NA	NA	NA	176000	NA	90	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454524795
04054	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Hippoglossus	Hippoglossus stenolepis	Pacific halibut	4927	4562	NA	NA	NA	NA	NA	NA	NA	199650	NA	42	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454585
04055	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Isopsetta	Isopsetta isolepis	Butter sole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04056	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Kareius	Kareius bicoloratus	Stone flounder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04057	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Lepidopsetta	Lepidopsetta bilineata	Rock sole	3285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04058	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Limanda	Limanda aspera	Yellowfin sole	3102	1642	NA	NA	NA	NA	NA	NA	NA	233.75	NA	26	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04059	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Limanda	Limanda ferruginea	Yellowtail flounder	1718	1334	NA	NA	NA	NA	NA	NA	NA	825	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04060	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Microstomus	Microstomus kitt	Lemon sole	1460	1460	NA	NA	NA	NA	NA	NA	NA	1600	NA	23	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04061	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Microstomus	Microstomus pacificus	Dover sole	2738	2738	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1585
04062	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Platichthys	Platichthys flesus	European flounder	1505	1049	NA	NA	NA	NA	NA	NA	NA	7700	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04063	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Platichthys	Platichthys stellatus	Starry flounder	NA	NA	NA	NA	NA	NA	NA	NA	NA	5005	NA	24	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
04064	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Pleuronectes	Pleuronectes platessa	Plaice	1038	1095	NA	NA	NA	NA	NA	NA	NA	3850	NA	50	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA	214454523585
04065	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Pseudopleuronectes	Pseudopleuronectes americanus	Winter flounder	1022	1034	NA	NA	NA	NA	NA	NA	NA	1980	NA	14	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04066	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Reinhardtius	Reinhardtius hippoglossoides	Greenland halibut	3826	3102	NA	NA	NA	NA	NA	NA	NA	3850	NA	30	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04067	Animalia	Chordata	Teleostei	Pleuronectiformes	Rhombosoleidae	Rhombosolea	Rhombosolea plebeia	Dab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04068	Animalia	Chordata	Teleostei	Pleuronectiformes	Scophthalmidae	Scophthalmus	Scophthalmus maximus	Turbot	1460	1460	NA	NA	NA	NA	NA	NA	NA	13750	NA	26	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04069	Animalia	Chordata	Teleostei	Pleuronectiformes	Scophthalmidae	Scophthalmus	Scophthalmus rhombus	Brill	NA	NA	NA	NA	NA	NA	NA	NA	NA	4400	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04070	Animalia	Chordata	Teleostei	Pleuronectiformes	Soleidae	Buglossidium	Buglossidium luteum	Solenette	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04071	Animalia	Chordata	Teleostei	Pleuronectiformes	Soleidae	Microchirus	Microchirus variegatus	Thickback sole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04072	Animalia	Chordata	Teleostei	Pleuronectiformes	Soleidae	Pegusa	Pegusa impar	Adriatic sole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04073	Animalia	Chordata	Teleostei	Pleuronectiformes	Soleidae	Pegusa	Pegusa lascaris	Atlantic sole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04074	Animalia	Chordata	Teleostei	Pleuronectiformes	Soleidae	Solea	Solea solea	Common sole	1460	1460	NA	NA	NA	NA	NA	NA	NA	1650	NA	27	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454585
04075	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus albula	Vendace	730	730	NA	NA	NA	NA	NA	NA	NA	550	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04076	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus artedi	Cisco	NA	NA	NA	NA	NA	NA	NA	NA	NA	1842	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04077	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus clupeaformis	Lake whitefish	NA	NA	NA	NA	NA	NA	NA	NA	NA	10450	NA	50	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA	454524
04078	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus hoyi	Bloater	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04079	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus kiyi	Kiyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04080	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus muksun	Muksun	NA	NA	NA	NA	NA	NA	NA	NA	NA	7590	NA	23	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04081	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus nasus	Broad whitefish	NA	NA	NA	NA	NA	NA	NA	NA	NA	8800	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04082	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus nigripinnis	Blackfin cisco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04083	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus pidschian	Humpback whitefish	4015	5110	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04084	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus pollan	Irish pollan	1277	1277	NA	NA	NA	NA	NA	NA	NA	247.5	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04085	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus reighardi	Shortnose cisco	NA	NA	NA	NA	NA	NA	NA	NA	NA	296.45	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04086	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus sardinella	Least cisco	1825	1916	NA	NA	NA	NA	NA	NA	NA	305.25	NA	26	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04087	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus zenithicus	Longjaw cisco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04088	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Hucho	Hucho hucho	Danube salmon	1825	1825	NA	NA	NA	NA	NA	NA	NA	28600	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04089	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Hucho	Hucho taimen	Taimen	NA	NA	NA	NA	NA	NA	NA	NA	NA	38500	NA	16	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
04090	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus clarkii	Cutthroat trout	1095	1095	NA	NA	NA	NA	NA	NA	NA	10230	NA	10	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
04091	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus gorbuscha	Pink salmon	730	730	NA	NA	NA	NA	NA	NA	NA	3740	NA	3	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1214454
04092	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus keta	Chum salmon	1186	1186	NA	NA	NA	NA	NA	NA	NA	8745	NA	7	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1214454
04093	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus kisutch	Coho salmon	1095	1095	NA	NA	NA	NA	NA	NA	NA	8360	NA	5	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1214265266267454
04094	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus mykiss	Steelhead	NA	912	18	NA	3500	NA	NA	NA	NA	12235	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	21417232972982985e17
